"workerId","RT","image_1_text","image_2_text","database","image"
"A1198W1SPF1R4",153.976035,"there are six small decors and a blue cushion on the green table and the pattern on the top left corner of the cushion is a pink butterfly","there are six small decors ad a blue cushion on the green table and the pattern on the top left corner of the cushion is a red strawberry","ma","73637203"
"A1198W1SPF1R4",68.1252,"there is a black and white cow on the grassland","the black and white cow disappears on the grassland","ma","cow"
"A1198W1SPF1R4",56.815225,"there is a plane flying in the golden sky","the plane disappears in the golden sky","ma","airplane"
"A15XIKX3PI7SLK",86.47362,"a picture of a wall with elephant keychains, an elephant painting, and a sign.","a picture of a wall with elephant keychains, an elephant painting, and a sign with the word 'des'","ma","25107991"
"A15XIKX3PI7SLK",81.91987,"a picture of a woodcarving desk featuring a piece with waves in the center","a picture of a woodcarving desk featuring a new piece","ma","42429798"
"A15XIKX3PI7SLK",80.028015,"a picture of various dimetrodon toys including a small silver one","a picture of dimetrodon toys of various colors and sizes, including a small, silver toy at the bottom center.","ma","38466626"
"A15XIKX3PI7SLK",118.306145,"a picture of a crowded room with lots of stationary scattered throughout, including a yellow notebook in the upper right corner.","a picutre of a messy room with lots of stationary scattered throughout, including a red notebook in the upper right corner.","ma","23199105"
"A15XIKX3PI7SLK",96.601785,"a picture of a desk with a laptop and a desktop monitor. the monitor shows a banner for a website.","a picture of a desk with a laptop and a desktop monitor. half of the monitor is filled with a website with a small banner at the top.","ma","31236119"
"A15XIKX3PI7SLK",50.412355,"a picture of a storefront with holiday lights and a long firehose.","a picture of a storefront with holiday lights and a short firehose.","ma","16527526"
"A15XIKX3PI7SLK",49.154085,"a picture of a shelf with books, bird statues, and two clocks shaped like ship wheels.","a picture of a shelf with books, bird statues, and two clocks shaped like ship wheels.","ma","74173745"
"A15XIKX3PI7SLK",64.649845,"a picture of a table set up for dinner. the table is covered with a table cloth that has printings of red and yellow flowers.","a picture of a table set up for dinner. the table is covered with a table cloth that has printings of red flowers.","ma","87983207"
"A15XIKX3PI7SLK",96.90789,"a picture showing stamps laid out on a grid. one of the stamps shows the phone number and webstie separated with a lot of whit space.","a picture showing stamps laid out on a grid. one of the stamps shows the phone number and website of a company close together","ma","69128765"
"A15XIKX3PI7SLK",110.57956,"a picture of a wall painted with u2 stuff. the words 'u2' are painted on the center right portion of the wall.","a picture of a wall painted with u2 stuff. the words 'u2' are painted on the upper right corner of the wall.","ma","79241011"
"A15XIKX3PI7SLK",46.88291,"a picture of a desk with flowers and a pile of stones that stick out a little.","a picture of a desk with flowers and a pile of stones.","ma","56835136"
"A15XIKX3PI7SLK",53.509135,"a picture of a outside table set up for lunch.","a picture of an outside table set up for lunch with forks and knives.","ma","67862299"
"A15XIKX3PI7SLK",33.18557,"a picture of a grass field with a cow grazing on it.","a picture of a grass field","ma","cow"
"A15XIKX3PI7SLK",25.98184,"a picture of a cloudy sky with an airplane flying in it.","a picture of a cloudy sky.","ma","airplane"
"A18T7E73TNGOKP",48.52067,"a cake with cupakes and letters","a cake with cupcakes sne e","ma","77345858"
"A18T7E73TNGOKP",30.324655,"there is a bunch of pirates that are cupcakes","there area bunch of pirate cupcakes","ma","18345691"
"A18T7E73TNGOKP",17.579225,"there is a platter of foods","there is  a platter of foods","ma","86520382"
"A18T7E73TNGOKP",69.64571,"there is a wall full of pictures","a wall full of pictures","ma","83691215"
"A18T7E73TNGOKP",23.479715,"there is a table with things on it and a ywlow rag","there is a table full of stuff and a little red","ma","22020472"
"A18T7E73TNGOKP",24.316315,"a table mat with a pear with pokodots","there is a table with pear and tiny dots","ma","18169626"
"A18T7E73TNGOKP",131.719775,"there is a bunch of shelves with a little thing","there is a shelves and a little blue town","ma","46475259"
"A18T7E73TNGOKP",53.86349,"this is somethings on a table and a little candle","there is somethings on the table witha little candle","ma","10810329"
"A18T7E73TNGOKP",15.90855,"a blue lamb and some cards with numbers","there is a blue lamb and the number 6 circles","ma","62096551"
"A18T7E73TNGOKP",12.67437,"there is a  burned pieces of art","a burned piece of art","ma","42429798"
"A18T7E73TNGOKP",18.307685,"a table and bowl with green inside","there is a bowl and with a pink inside","ma","62224663"
"A18T7E73TNGOKP",15.65214,"a desk witha sword on the side","there is a desk with a little sword","ma","98156944"
"A18T7E73TNGOKP",9.42708,"a pasture without a cow","a green pasture","ma","cow"
"A18T7E73TNGOKP",6.643695,"a sky with an airplane","a sky","ma","airplane"
"A198MSVO1VTAT5",137.870055,"a cluttered room with a chest of drawers an lots of nicknacks on it a yellow cloth with a vase, lamp and picture sitting on the chest.","a cluttered room with a ches of drawers and lots of nicknacks on the chest a yellow cloth is on the corner with a vase, lamp, picture frame, and pile of purple stuff.","ma","22020472"
"A198MSVO1VTAT5",96.360335,"a two story red brick building with white trim. there are six windows on the second floor and three windows on the first floord","a two story red brick building with white trim there are six windows on the second floor and three windows on the first floor.","ma","95091295"
"A198MSVO1VTAT5",111.333905,"a circuit board with six silver connectors and several other electronic looking objects on the boards","there are two boards the one lying on the table has several electronic things and six various silver bars ","ma","8197559"
"A198MSVO1VTAT5",155.63642,"a grey-green metal chair with a pillow on the back of the chair that has fruit and butterflies on it. there are several christmas decorations on the seat of the chair","a grey-green metal chair with a pillow on the back of the chair with pink butterflies and red strawberries, cherries and apples on the seat of the chair are christmas decorations","ma","73637203"
"A198MSVO1VTAT5",87.302695,"a desk and chair with two monitors and several files and pennd a keyboard, mouse and table a handle of a vaccum is next to the right of the desk","a desk and chair with two monitors and several files, pens, keyboard, mouse with a vaccum cleaner handle near the right of the desk.","ma","98156944"
"A198MSVO1VTAT5",167.24301,"a table with a pink tablecloth with a place setting for 6 with clear glassware four tealight candles burning each inside a shell. green napkins and silverware and pink and white flowers in the center","a table with a pink tablecloth with a place setting for six with clear glassware  four tealights lit and each sitting inside a seashell there are white and pink flowers in the center of the table.","ma","10810329"
"A198MSVO1VTAT5",94.084335,"a table with three cups and plates, a candle holder, and two containers, and two bowls with handles.","a table with three cups and plates with a spoon, a candle holder, two containers and two bowls with handles.","ma","62224663"
"A198MSVO1VTAT5",91.660835,"a table with two wood projects a plastic container, rag, glue, hammer and pencils","a table outside with two wood projects, a hammer, a green plastic container, one pencil, rag, glue","ma","45525109"
"A198MSVO1VTAT5",61.32047,"a green and red quilt of squares of various shades of green and red.","a green and red quilt hanging on a white wall. the squares are various shades of green and red.","ma","70687495"
"A198MSVO1VTAT5",118.36997,"a white table with candies, cookies, cupcakes and other goodies","a white table with cupcakes, candies in jars, cookies and other goodies","ma","61118260"
"A198MSVO1VTAT5",97.55137,"a table with a white table cloth 4 pears in a white bowl 2 candles and two containers a white ve with blue and white flowers are on the table","a table with a white table cloth, four pears in a white bowl, two candles,  two containers and a white vase with blue and white flowers in it.","ma","77574131"
"A198MSVO1VTAT5",78.717935," a table with with cheese, crackers, preztles and twelve devil eggs","a table with cheese and crackers on a white dish, twelve devil eggs, a clear bowl with preztles","ma","51537628"
"A198MSVO1VTAT5",22.656895,"a green pasture with a black and white cow eating grass","a green pasture","ma","cow"
"A198MSVO1VTAT5",30.249745,"a orange and pink sunset with an airplane flying in the air","a orange and pink sunset over the clouds","ma","airplane"
"A1X0K4G5I73CSV",174.769095,"a shop that sells music and musical instruments the thing in the yellow box is slightly longer than the other picture.","a shop that sells music and musical instruments the thing in the yellow box is slightly shorter than the other picture","ma","16527526"
"A1X0K4G5I73CSV",96.720265,"a snack setup that has a variety of food including deviled eggs the deviled egg in the yellow box is turned vertically in this picture.","a snack setup that has a variety of food including deviled eggs the deviled egg in the yellow box is turned horizontally in this picture.","ma","51537628"
"A1X0K4G5I73CSV",63.388995,"a table full of arts and crafts materials the paper in the yellow box in this picture is yellow.","a table full of arts and crafts materials the paper in the yellow box in this picture is red.","ma","23199105"
"A1X0K4G5I73CSV",98.63456,"pumpkins and coffee theres a man sitting in the back with a blue shirt the pumpkin with the yellow box has its nose slightly lowered than the other picture.","pumpkins and coffee theres a man sitting in the back with a blue sihrt the pumpkin with the yellow box has its nose slightly above the other picture.","ma","55174490"
"A1X0K4G5I73CSV",93.839605,"u2 decorations with targets and a small explosion in the bottom right corner the u2 in the yellow box is slightly lower than the other picture.","u2 decorations with targets and a small explosion in the bottom right corner the u2 in the yellow box is slightly higher than the other picture.","ma","79241011"
"A1X0K4G5I73CSV",73.12155,"a sowing desk that is very organized the yellow box has an additional sticker on it.","a sowing desk that is very organized the yellow box has no sticker on it.","ma","89354846"
"A1X0K4G5I73CSV",70.120845,"a sweets display the yellow box has a shorter stick than the other picture","a sweets display the yellow box has a taller stick in it than the other picture.","ma","86520382"
"A1X0K4G5I73CSV",60.057565,"a mango table cover  the mango in the yellow box has no stem and the dots are much larger than the other picture.","a mango table cover the mango in the yellow box has a stem and the dots are much smaller than the other picture.","ma","18169626"
"A1X0K4G5I73CSV",59.78834,"a purple elephant magnet fridge there are no words in the yellow box in this picture.","a purple elephant magnet fridge there is the word des in the yellow box in this picture.","ma","25107991"
"A1X0K4G5I73CSV",82.21018,"green bean bags the postal stamp in the yellow box is opposite than the other picture.","green bean bags the postal stamp in the yellow box is facing up in this picture.","ma","8974554"
"A1X0K4G5I73CSV",32.57332,"a decorated bedroom the poster in the yellow box in longer than the other picture.","a decorated bedroom the poster in the yellow box is shorter in this picture.","ma","79573638"
"A1X0K4G5I73CSV",35.867645,"valentine hearts and doves the heart in the yellow box is larger than the other picture.","valentine hearts and doves the heart in the yellow box is smaller than the other picture.","ma","88767165"
"A1X0K4G5I73CSV",28.636805,"green grass the yellow box has a cow in it.","green grass the yellow box has no cow in the yellow box.","ma","cow"
"A1X0K4G5I73CSV",26.48365,"beautiful sunsets the yellow box has an airplane in it.","beautiful sunsets the yellow box has no airplane in it.","ma","airplane"
"A26A4HEBGP2MOX",66.54447,"a green number 4 stiched on a baby blanket.a nu","a number 4 sewn onto a blanket","ma","79222679"
"A26A4HEBGP2MOX",125.10099,"a napkin on a dining table.","silverware on a dining table","ma","67862299"
"A26A4HEBGP2MOX",59.32789,"a reindeer cookie on a plate","a reindeer cookie amang other christmas cookies","ma","75081153"
"A26A4HEBGP2MOX",48.830715,"a black ploow on a chair","a chair with a black pillow on it.","ma","13873251"
"A26A4HEBGP2MOX",65.36253,"a medium size heart shaped candy.","a small heartshaped candy on a plate with doves and other hearts.","ma","88767165"
"A26A4HEBGP2MOX",81.07827,"a business card on a table next to some colored pencils.","a business card laid out in front of otgers on a table with pencils.","ma","97475929"
"A26A4HEBGP2MOX",45.01884,"a chocolate cake with a brown smiley face.","a chocolate cake with a red smiley face.","ma","46635293"
"A26A4HEBGP2MOX",73.574855,"a large letter opener next to a desk.","a small letter opener next to a desk.","ma","98156944"
"A26A4HEBGP2MOX",29.94102,"a yellow apple on a tapestry.","a red apple on a tapestrty","ma","3099758"
"A26A4HEBGP2MOX",38.279,"a crooked label on a jar of candy","a straight label on a jar of candy.","ma","61118260"
"A26A4HEBGP2MOX",61.6704,"a large rectangle of sushi rice on a sushi platter","a smaller rectangle of sushi rice on a sushi platter","ma","48486405"
"A26A4HEBGP2MOX",45.08913,"a yellow bowl with a light green inside.","a yellow bowl with a beige colored inside","ma","62224663"
"A26A4HEBGP2MOX",28.276885,"a cow eating grass on a field.","an empty green field","ma","cow"
"A26A4HEBGP2MOX",71.99011,"an airplane flying towards the orange sky.","an orange colored sky with clouds.","ma","airplane"
"A2BUHMLNE3LUU0",62.46384,"a rock shop having a longer window on the wall","a rock shop having a shorter window on the wall","ma","16527526"
"A2BUHMLNE3LUU0",68.453055,"a table with a computer and a box on the top shelf with label on the bottom of the box","a table with a computer and a box on the top shelf with label on the top of the box","ma","4247084"
"A2BUHMLNE3LUU0",50.400905,"a dinner table with 4 lights one of them bigger than the other","a dinner table with 4 lights all equal size","ma","10810329"
"A2BUHMLNE3LUU0",47.905995,"a cloth with multiple letters. 4 appears closer to g","a cloth with multiple letters. number 4 appears closer to the edge","ma","79222679"
"A2BUHMLNE3LUU0",66.617525,"a exterior of the buildin with all windows open on top floor","an exterior of the building with one window partially closed.","ma","95091295"
"A2BUHMLNE3LUU0",30.867615,"multiple toys. the toy in the front has pink legs.","multiple toys. the toy in the front has blue legs","ma","48384711"
"A2BUHMLNE3LUU0",44.80202,"decorations on the table. nothing near the right photo","decorations on the table. near the photo on the right, there is a grey color decorations too","ma","22020472"
"A2BUHMLNE3LUU0",52.59751,"deer near a wall of numbers. all numbers are vertical except number 6","deer near a wall of numbers. all numbers are vertical.","ma","62096551"
"A2BUHMLNE3LUU0",24.47954,"food table with a green ribbon","food table with a brown ribbon","ma","77793328"
"A2BUHMLNE3LUU0",54.418915,"multiple toys. the one in the front is skewing towards the green toy","multiple toys. the one in the fron is skewing near the red one.","ma","38466626"
"A2BUHMLNE3LUU0",23.052705,"building. top left window closed","building. top left window open.","ma","83536470"
"A2BUHMLNE3LUU0",41.779645,"food table. egg on the back has less cheese","food table. egg on the back has more cheese.","ma","51537628"
"A2BUHMLNE3LUU0",15.13341,"green pasture with cow","green pasture with no cow","ma","cow"
"A2BUHMLNE3LUU0",11.81689,"sky with aeroplane","sky with no aeroplane","ma","airplane"
"A2NTS2HNDOLRCR",21.058265,"bigger quarter moon above bed","smaller quarter moon above bed","ma","24383097"
"A2NTS2HNDOLRCR",53.79215,"stamp upside down on mail","stamp right side up on mail","ma","8974554"
"A2NTS2HNDOLRCR",28.123615,"picture gallery on wall with all pictures straight up","picture gallery on wall with one picture upside down","ma","83691215"
"A2NTS2HNDOLRCR",34.20615,"animal figure and ground with an orange carrot","animal figure and ground with a red carrot","ma","13141692"
"A2NTS2HNDOLRCR",68.71395,"deer coin holder with a bunch of labels with numbers and a side ways six to the left","deer coin holder with a bunch of labels with numbers and a side ways six to the right","ma","62096551"
"A2NTS2HNDOLRCR",36.039735,"an alphabet number blanket with a 4 beside the g","an alphabet nunber blanket with a 4 above the g","ma","79222679"
"A2NTS2HNDOLRCR",42.05177,"coffee table game with different colors including a black piece","coffee table gam with different colors including a white piece instead of black","ma","1191801"
"A2NTS2HNDOLRCR",19.553415,"starbucks painting with a wide cup","starbucks painting wit a narrow tall cup ","ma","10504629"
"A2NTS2HNDOLRCR",37.378625,"a candy setup with a broken stick on the right","a candy setup with perfect stick candies","ma","86520382"
"A2NTS2HNDOLRCR",29.985125,"sushi dish with a long piece of white sushi","sushu dish with a white short piece of sushi","ma","48486405"
"A2NTS2HNDOLRCR",42.273135,"a 3 story wide building with windows in each section except the end","a 3 story wide building with all windows in each section","ma","83536470"
"A2NTS2HNDOLRCR",27.835765,"candle lit dinner table with 4 candles and ones larger","candle lit dinner with 4 candles all the same size","ma","10810329"
"A2NTS2HNDOLRCR",22.987885,"a cow in a green field grazing","a green field","ma","cow"
"A2NTS2HNDOLRCR",22.76206,"an airplane flying into the sunset","a sunset sky","ma","airplane"
"A2W7EAI9JLWETV",206.575005,"the picture is like a scenerio","the picture is a sea","ma","83691215"
"A2W7EAI9JLWETV",31.1932,"in the picture the heartin is large","in the picture the heartin is small","ma","88767165"
"A2W7EAI9JLWETV",44.84968,"the picture contains the egg with little east","the picture contains the egg with high east","ma","51537628"
"A2W7EAI9JLWETV",59.883135,"the kercheif contains the number down","the kerchief the number up","ma","79222679"
"A2W7EAI9JLWETV",34.17287,"the picture contain the butterfly","in the pillow the picture is strawberry","ma","73637203"
"A2W7EAI9JLWETV",22.021065,"the book is yellow in color","the picture is red in color","ma","23199105"
"A2W7EAI9JLWETV",28.50352,"the pillow is front","the pillow is somewhat back","ma","13873251"
"A2W7EAI9JLWETV",26.61028,"the embroidary is large","the embroidary is small","ma","23024660"
"A2W7EAI9JLWETV",40.002325,"the picture is large","the picture is small","ma","31236119"
"A2W7EAI9JLWETV",33.859725,"there is no name board in the table","there is a name board in the table","ma","81993755"
"A2W7EAI9JLWETV",42.466795," the towel contains 'a' letter small","the towel contains 'a' letter large","ma","83785171"
"A2W7EAI9JLWETV",25.79255,"the picture is large","the picture is small","ma","51856108"
"A2W7EAI9JLWETV",42.835035," there is a cow in the picture","the grass is in the picture","ma","cow"
"A2W7EAI9JLWETV",25.569015,"there is a plane in the sky","there is a no plane in the sky","ma","airplane"
"A2ZA3X3DBEMBCD",50.29557,"a group of small plushies of many different colors","the legs of a blue plushy","ma","48384711"
"A2ZA3X3DBEMBCD",190.007185,"a pantry area in a home kitchen","a small container in a pantry. i'm guessing it contains tea","ma","46475259"
"A2ZA3X3DBEMBCD",86.488735,"a halloween themed quilt with little craft pumpkins","pictures of small fall trees on a halloween themed quilt","ma","1383096"
"A2ZA3X3DBEMBCD",346.25218,"a plate of halloween themed candies","a candy baty decoration on a larger halloween themed candy","ma","72488522"
"A2ZA3X3DBEMBCD",244.02532,"a wall of kids artwork in  a child's room","a colorful painting in a child's room","ma","51856108"
"A2ZA3X3DBEMBCD",94.59122,"a variety of ceramic household items","a yellow ceramic soup bowl","ma","62224663"
"A2ZA3X3DBEMBCD",98.137405,"a table full of gourmet baked goods","gourmet lollipops","ma","77793328"
"A2ZA3X3DBEMBCD",133.82661,"a plate of love themed candy decorations","a tiny red heart shaped candy decoration","ma","88767165"
"A2ZA3X3DBEMBCD",71.99272,"a platter of gourmet cupcakes","a fondant banner with someone's name on it","ma","77345858"
"A2ZA3X3DBEMBCD",96.388425,"pirate themed cupcakes and a variety of other dessert treats","a smiley face sticker on a bag of goodies","ma","18345691"
"A2ZA3X3DBEMBCD",110.29741,"a table centerpiece with flowers and stones","small, smooth river stones on a table centerpiece","ma","56835136"
"A2ZA3X3DBEMBCD",76.824445,"a quilt with cabins on it and assorted wood block houses ","the window of a quilt cabin","ma","23024660"
"A2ZA3X3DBEMBCD",41.568795,"a black and white cow grazing","very lush looking field of grass","ma","cow"
"A2ZA3X3DBEMBCD",171.34679,"a large passenger plane flying in to the sunset","a hazy sky abovr a beautiful sunset","ma","airplane"
"A3GEHH49HNJM57",67.80676,"a fancy dinner table with roses and a large tea light candle in a clam shell.","a fancy dinner table with roses and a small tea light in a clam shell.","ma","10810329"
"A3GEHH49HNJM57",57.06292,"a variety of colorful lamps and one with a yellow top","a variety of colored lamps and one  with a white top.","ma","85741618"
"A3GEHH49HNJM57",55.260715,"an organized desk with a decoration standing next to it.","an organized desk with a decoration hanging next to it.","ma","98156944"
"A3GEHH49HNJM57",42.319845,"a blue bedroom with blue stars and a large moon lamp.","a blue bedroom with blue stars and a small yellow moon lamp.","ma","24383097"
"A3GEHH49HNJM57",80.50733,"valentines day fondant shapes including a medium heart on the bottom right","valentines day fondant shapes including a small heart on the bottom right.","ma","88767165"
"A3GEHH49HNJM57",67.23754,"a wooden shelf with books,bird statues and guages with a dial pointing to the upper left.","a wooden shelf with books, bird statues and guages with a dial point to the right.","ma","74173745"
"A3GEHH49HNJM57",46.830455,"a quilt with autum colors and three pumpkins.","a quilt with autum colors and two pumpkins.","ma","1383096"
"A3GEHH49HNJM57",55.25443,"a variety of desserts including one that is tied wuth a green ribbon.","a variety of desserts inclusing one that is tied with a brown ribbon.","ma","77793328"
"A3GEHH49HNJM57",42.22605,"a red store front with a long window to its right.","a red store front with a small window to its right.","ma","16527526"
"A3GEHH49HNJM57",49.732935,"a work bench with a variety of tools including a pencil and a hammer.","a work bench with a variety of tools including a hammer.","ma","45525109"
"A3GEHH49HNJM57",64.789585,"an organized kitchen pantry with a variety of jars including one with a pink label.","an organized kiten pantry with a variety of jars including one with a yellow label.","ma","46475259"
"A3GEHH49HNJM57",31.47097,"a plate of sushi with a long strip of rice.","a plate of suski with a short strip of rice.","ma","48486405"
"A3GEHH49HNJM57",34.676405,"a cow eating grass from a green field.","grass in a green field.","ma","cow"
"A3GEHH49HNJM57",23.96292,"an airplane flying into the sunset.","a sunset","ma","airplane"
"A3HYZ0LU2ONZB2",101.47,"there is red colour in the picture","there is yeollow colour in the picture         ","ma","12115280"
"A3HYZ0LU2ONZB2",56.772,"we saw the side six in the picture ","we saw the straight six in the picture","ma","62096551"
"A3HYZ0LU2ONZB2",46.394,"there is many holes in the picture","there is few holes in the pictre","ma","18169626"
"A3HYZ0LU2ONZB2",12.377,"nice","good","ma","83785171"
"A3HYZ0LU2ONZB2",22.498,"quite","beauty","ma","86520382"
"A3HYZ0LU2ONZB2",24.719,"nice","nice","ma","25107991"
"A3HYZ0LU2ONZB2",9.079,"good","good","ma","89354846"
"A3HYZ0LU2ONZB2",14.74,"ghl","gel","ma","77345858"
"A3HYZ0LU2ONZB2",16.021,"flower","flower","ma","87983207"
"A3HYZ0LU2ONZB2",13.212,"beauty","nice","ma","85741618"
"A3HYZ0LU2ONZB2",20.206,"letter","nice","ma","69128765"
"A3HYZ0LU2ONZB2",10.207,"good","good","ma","31236119"
"A3HYZ0LU2ONZB2",12.254,"cow","no cow","ma","cow"
"A3HYZ0LU2ONZB2",16.22,"aeroplane","no plane","ma","airplane"
"A3L2WJ3KJB8QSQ",30.379,"letter h","letter e","ma","77345858"
"A3L2WJ3KJB8QSQ",18.805,"dot","not dot","ma","38546029"
"A3L2WJ3KJB8QSQ",29.207,"moon ","half moom ","ma","24383097"
"A3L2WJ3KJB8QSQ",19.771,"red colour","yellow colour","ma","12115280"
"A3L2WJ3KJB8QSQ",24.533,"colour change","colour change","ma","77574131"
"A3L2WJ3KJB8QSQ",22.16,"size small","size big","ma","4247084"
"A3L2WJ3KJB8QSQ",14.535,"penchil","not penchil","ma","45525109"
"A3L2WJ3KJB8QSQ",24.295,"star shape change","star shape change","ma","32289063"
"A3L2WJ3KJB8QSQ",25.452,"symbol","not symbol","ma","42429798"
"A3L2WJ3KJB8QSQ",21.79,"heart shapce change","heart shape change","ma","75958241"
"A3L2WJ3KJB8QSQ",19.193,"colour change","colour change","ma","79191795"
"A3L2WJ3KJB8QSQ",34.504,"red colour box","green colour box","ma","46475259"
"A3L2WJ3KJB8QSQ",8.068,"cow","not cow","ma","cow"
"A3L2WJ3KJB8QSQ",21.349,"plan","not plan ","ma","airplane"
"A3VDG4N48AVYGQ",107.82999,"four elephant keychains hanging from a wall and a green square.","four elephant keychains hanging from a wall with a green backdrop lettering and des in the box.","ma","25107991"
"A3VDG4N48AVYGQ",114.412175,"a green white and red checkered quilt with a pink patch in the yellow box.","a green white and red checkerd quilt with a white patch in the yellow box.","ma","70687495"
"A3VDG4N48AVYGQ",148.389685,"a circuit board with various ciruits and a light up board in the back  with a long metal circuit in the front of the board.","a circuit board with various circuits and a light up board in the back with a short metal circuit in the front of the board.","ma","8197559"
"A3VDG4N48AVYGQ",64.241665," a small pad of moss with a small grey and white dog with lots of dog toys and a brown dog toy.","a small pad of moss with a small grey and white dog with lots of dog toys and a red do toy.","ma","13141692"
"A3VDG4N48AVYGQ",107.450675,"a black a yellow  box with black binnoculars on top with a black strap wiht red on it.","a black and yellow box with black binnocular on top with a black strap with yellow on it.","ma","12115280"
"A3VDG4N48AVYGQ",1057.65526,"various holiday cookies in red green and blue with holiday shapes and a red cookie with a white snow flake in the center.","various holdiay cookies in red green and lbue with holiday shapes and a red cookie with a white snow flake tilted too the right.","ma","44993860"
"A3VDG4N48AVYGQ",80.18433,"a selection of various lights in different colors and shapes with a green light that has a cut out on a white base.","a selection of various lights in different colors and shapes with a white light that has a cut out on a white base.","ma","85741618"
"A3VDG4N48AVYGQ",88.294935,"a ruffled circular blanket with different yellow pears and a pear with red dot without a stem.","a ruffled circular blanket with different yellow pears and a pear with  small red dots and a stem with a  leaf.","ma","18169626"
"A3VDG4N48AVYGQ",59.73455,"a red two story building with a widow that is dark on top and light on the bottom.","a red two story building with a window that is light on top, dark in the middle and light on the bottom.","ma","95091295"
"A3VDG4N48AVYGQ",70.79713," a room full of furniture with a black tile border around it and a black and white sofa with a large black pillow.","a room full of furniture with a black tile border around it and a black and white sofa with a small black pillow.","ma","13873251"
"A3VDG4N48AVYGQ",78.0224,"a white desk with a small wooden plank in the middle with a a brown disk orange flowers and a pile of rocks with a rock on the right.","a white desk with a small wooden plank in the middle with a brown disk, orange flowers, and a pile of rocks with no rock on the right.","ma","56835136"
"A3VDG4N48AVYGQ",44.808565,"two rows of maiboxes with a bike below it and a green mailbox.","two rows of mailboxes with a bike below it and a black mailbox with lettering.","ma","79191795"
"A3VDG4N48AVYGQ",18.193695,"a black and white cow eating grass.","a field of grass.","ma","cow"
"A3VDG4N48AVYGQ",29.74734,"an airplane flying in the sky at sunset or sunrise.a ","a sunet or sunrise.","ma","airplane"
"AA9PFKXAPSD78",222.36065,"a pot contains a pink color with brown shade design","a pot contains a yellow color with green shade design.","ma","46475259"
"AA9PFKXAPSD78",116.46843,"a robotic cake design with red color edges","a robotic cake design with yellow color edges.","ma","12115280"
"AA9PFKXAPSD78",99.775545,"a parachute with gas fire at pink color edges.","a parachute with gas fire at yellow color edges.","ma","12178414"
"AA9PFKXAPSD78",63.24105,"a photo frames with square shape.","a photo frames with rectangle shape.","ma","51856108"
"AA9PFKXAPSD78",113.611,"a egg shape with smaller size and less ingredient has been added","a egg shape with larger size and maximum amount of ingredient has been added.","ma","51537628"
"AA9PFKXAPSD78",72.179675,"a small toy with yellow color","a small toy with red color and its look like cherry.","ma","13141692"
"AA9PFKXAPSD78",144.65789,"their is a grey color round shade available on outside of photo frame.","their is no shaded available on outside of photo frame.","ma","38546029"
"AA9PFKXAPSD78",61.113015,"a name board is not available infront of spoon on the table.","a name board is available infront of spoon on the table.","ma","81993755"
"AA9PFKXAPSD78",127.810105,"a yellow color  bowl with green shaded are available inside.","a yellow color bowl with cream chaded are available inside","ma","62224663"
"AA9PFKXAPSD78",60.634035,"an yellow color star symbol will be slightly rotated.","an yellow color star symbol will be attached perfectly.","ma","32289063"
