"workerId","RT","image_1_text","image_2_text","database","image"
"AD3V6XGQWRD6E",44.239815,"modern white bedroom with grey object on floor in front of chair.","modern white bedroom with nothing on floor in front of chair.","wolfe2","098_L_slippers"
"AD3V6XGQWRD6E",16.636605,"cow in a field.","nothing in a field.","wolfe2","cow"
"AD3V6XGQWRD6E",24.957975,"plane flying through the sky.","nothing flying through the sky.","wolfe2","airplane"
"AWNGYC25Q0DTF",61.133745,"a sun room with a hot tub and a potted plant on its far left corner","a sun room with a hot tub and no potted plant on its far left corner","wolfe2","123_L_pot"
"AWNGYC25Q0DTF",80.99279,"a long view of an eating area and living room with a covered dish on the lowest shelf","a long view of an eating area and living room with nothing on the lowest shelf","wolfe2","086_L_book"
"AWNGYC25Q0DTF",34.34071,"a white and red living area with a blank wall above the futon","a white and red living area with a mirror above the futon","wolfe2","005_L_mirror"
"AWNGYC25Q0DTF",59.67083,"a sea green bathroom with a decorative sink with one faucet handle","a sea green bathroom with a decorative sink with two faucet handles","wolfe2","078_L_faucet"
"AWNGYC25Q0DTF",44.137855,"a beige-toned bedroom with a purse on the floor in front of the chair","a beige-toned bedroom with nothing on the floor in front of the chair","wolfe2","098_L_slippers"
"AWNGYC25Q0DTF",38.84864,"a red and white bedroom with a lamp on the floor in the corner","a red and white bedroom with nothing on the floor in the corner","wolfe2","090_L_lamp"
"AWNGYC25Q0DTF",33.920485,"a pink and white bedroom with a white radio on the pink desk","a pink a white bedroom with nothing on the pink desk","wolfe2","096_L_painting"
"AWNGYC25Q0DTF",33.47925,"a beauty salon with two posters on the left wall","a beauty salon with one poster on the left wall","wolfe2","089_L_poster"
"AWNGYC25Q0DTF",57.90921,"an office with a black stand shelf unit beside a credenza","an office with a black stand shelf unit beside a credenza and a soccer ball behind the shelf","wolfe2","081_L_football"
"AWNGYC25Q0DTF",47.4076,"a sun porch with many plants in front of a window and an empty vase beside them","a sun porch with many plants in front of a window","wolfe2","111_L_pot"
"AWNGYC25Q0DTF",54.05695,"a sunny bathroom with two counter and sink units","a sunny bathroom with one long counter and two sinks","wolfe2","030_L_drawer"
"AWNGYC25Q0DTF",58.691335,"a child's bedroom with a nightstand holding a lamp with a red shade and a black car at its base","a child's bedroom with a nightstand holding a lamp with a red shade","wolfe2","121_L_car"
"AWNGYC25Q0DTF",32.084825,"a field of bright green grass and a black and white cow","a field of bright green grass","wolfe2","cow"
"AWNGYC25Q0DTF",32.81218,"a jet flying into a sunset sky","a sunset sky","wolfe2","airplane"
