"workerId","RT","image_1_text","image_2_text","database","image"
"A1VJ4ZOXP9PUCP",56.399805,"a living room with a screen door to the outside and a flower and two gold statues on the mantle","a living room with a screen door to the outside and a flower and one gold statue on the mantle","wolfe2","120_L_art"
"A1VJ4ZOXP9PUCP",40.223095,"a messy kids bedroom with nothing over top of the mirror","a messy kids bedroom with a large toy car sitting over top of the mirror","wolfe2","059_L_car"
"A1VJ4ZOXP9PUCP",36.834615,"a yellow kitchen with countertops and an island, there is one plant on the counter","a yellow kitchen with countertops and an island and two plants sitting on the counter","wolfe2","080_L_plant"
"A1VJ4ZOXP9PUCP",39.301415,"two beds with yellow sheets and a small gold box on the wall between the beds","two beds with yellow sheets and nothing on the wall in between the beds","wolfe2","093_L_switch"
"A1VJ4ZOXP9PUCP",525.182095,"a burgundy colored bathroom with three sinks and a white box on the back wall.","a burgundy colored bathroom with three sinks and no white box on the back wall","wolfe2","091_L_airfreshener"
"A1VJ4ZOXP9PUCP",62.15,"a bedroom with a cheetah print comforter, two blankets and a hat on the bed","a bedroom with a cheetah print comforter and two blankets on the bed","wolfe2","105_L_hat"
"A1VJ4ZOXP9PUCP",36.070945,"a black bathroom countertop with a metal block sitting on top","a black bathroom countertop with two metal blocks sitting on top","wolfe2","028_L_vase"
"A1VJ4ZOXP9PUCP",52.82233,"a walk in closet with a white dresser that has a blue figurine and other various objects on top of it.","a walk in closet with a white dresser that has various objects on it","wolfe2","108_L_boa"
"A1VJ4ZOXP9PUCP",22.97862,"long green grass with a cow eating grass","long green grass","wolfe2","cow"
"A1VJ4ZOXP9PUCP",22.44644,"a plane is flying through the sky lit up by the sun","clouds float along in the sky lit up by the sun","wolfe2","airplane"
"A1W6X3VNHHVIND",60.791705,"a bedroom with a bed, night stand, chair and dresser with a missing handle","a bedroom with a bed, night stand, chair and dresser","wolfe2","072_R_handle"
"A1W6X3VNHHVIND",102.831145,"a bathroom with a toilet, mirror and a shelf full of items including glasses, various products and a red cup","a bathroom with a toilet, mirror, and a  shelf full of items including glasses and various products","wolfe2","101_R_cup"
"A1W6X3VNHHVIND",36.14694,"two sinks in front of a mirror with one bar of soap","two sinks in front of a mirror with two bars of soap","wolfe2","007_R_soap"
"A1W6X3VNHHVIND",36.330095,"a commercial area with tables and chairs and three lights on the walls","a commercial area with tables and chairs and four lights on the walls","wolfe2","014_R_lamp"
"A1W6X3VNHHVIND",56.168785,"a circular restaurant table with five red napkins","a circular restaurant table with six red napkins","wolfe2","002_R_napkin"
"A1W6X3VNHHVIND",38.263295,"a small office with a desk and two circular pieces of art hanging on the wall","a small office with a desk and three circular pieces of art hanging on the wall","wolfe2","020_R_walldeco"
"A1W6X3VNHHVIND",51.51743,"a bathroom with a shower, two sinks and two mirrors with two red cups on a small shelf","a bathroom with a shower, two sinks and two mirrors with three red cups on a small shelf","wolfe2","029_R_glass"
"A1W6X3VNHHVIND",21.284655,"a bathroom with one shelf on the wall","a bathroom with two shelves on the wall","wolfe2","026_R_rack"
"A1W6X3VNHHVIND",16.20371,"a cow standing in a grassy field","a grassy field","wolfe2","cow"
"A1W6X3VNHHVIND",24.45384,"an airplane flying through the sky","a sky","wolfe2","airplane"
"A1ZNQRVW3VFM59",48.724,"table","table sheet  ","wolfe2","122_L_chair"
"A1ZNQRVW3VFM59",47.995,"glass    ","bottleglass","wolfe2","011_L_parfum"
"A1ZNQRVW3VFM59",25.38,"box","tap","wolfe2","095_L_candle"
"A1ZNQRVW3VFM59",12.205,"box","table","wolfe2","086_L_book"
"A1ZNQRVW3VFM59",43.754,"emty box","photo","wolfe2","040_L_painting"
"A1ZNQRVW3VFM59",34.016,"chair wheel","steel","wolfe2","077_L_footrest"
"A1ZNQRVW3VFM59",35.307,"bottle","no","wolfe2","124_L_vase"
"A1ZNQRVW3VFM59",23.1,"table","flower","wolfe2","071_L_art"
"A1ZNQRVW3VFM59",17.766,"box","no","wolfe2","098_L_slippers"
"A1ZNQRVW3VFM59",35.352,"cow","grass","wolfe2","cow"
"A1ZNQRVW3VFM59",33.596,"aeroplane","thesky","wolfe2","airplane"
"A2IFW22AWCAE25",61.952,"the photo is not that place","the photo is that place","wolfe2","038_L_art"
"A2IFW22AWCAE25",54.664,"the table is empty","the table on the fruit","wolfe2","035_L_fruit"
"A2IFW22AWCAE25",45.748,"this is empty","this place  is see  car toy","wolfe2","059_L_car"
"A2IFW22AWCAE25",46.677,"the handle is not","the handle is attaced the draw","wolfe2","072_L_handle"
"A2IFW22AWCAE25",50.916," the stcker on the wall","the sticker not on the wall","wolfe2","089_L_poster"
"A2IFW22AWCAE25",19.927,"someone is not","some one i here","wolfe2","062_L_flowers"
"A2IFW22AWCAE25",25.568,"someone thing on the table","nothing on the table","wolfe2","120_L_art"
"A2IFW22AWCAE25",30.773," one thing is not","that  thing is come","wolfe2","037_L_towel"
"A2IFW22AWCAE25",35.715,"mirror is no on th wall","mirror on the wall","wolfe2","005_L_mirror"
"A2IFW22AWCAE25",42.917," that place is empty"," this place to see some things","wolfe2","024_L_towels"
"A2IFW22AWCAE25",26.073,"cow in th picture","the picture is empty","wolfe2","cow"
"A2IFW22AWCAE25",38.597,"the plane is fly te sky","the sky is empty","wolfe2","airplane"
"A2KOR4003SVNC5",140.363725,"a modern looking bathroom with two marble ceramic sinks","a modern looking bathroom with two marble ceramic sinks with shiny metallic faucets","wolfe2","042_L_tap"
"A2KOR4003SVNC5",155.729255,"a lounge area with lumbar supported chairs, a glass table, and miniature oval shaped lamp","a lounge area with lumbar supported chairs, a glass table, and clear overview of nature from outside","wolfe2","124_L_vase"
"A2KOR4003SVNC5",178.222125,"a quaint living room with two mirrors, a tiny table in the middle, and a foot rest","a quaint living with two mirrors, a tiny table in the middle, and a foot rest with a tan colored aparatus on it","wolfe2","062_L_flowers"
"A2KOR4003SVNC5",159.8671,"a restroom with multiple sinks and mirrors surrounded by a red pinkish wallpaper with a clock at the upper left corner","a restroom with multiple sinks and mirrors surrounded by a red pinkish wallpaper ","wolfe2","091_L_airfreshener"
"A2KOR4003SVNC5",184.65986,"a bright and luminary living room with two lamps on the right and left side of the room with also a glass window overlooking the pool","a bright and luminary living room with only one lamp on the right side of the room with a glass window overlooking the pool","wolfe2","127_L_light"
"A2KOR4003SVNC5",150.24321,"a modern bathroom with contrasting colors from the white walls to the brown drawers to the black tub with only a left side handle ","a modern bathroom with contrasting colors from the white walls to the brown drawers to the black tub with a right side and left side handles","wolfe2","068_L_faucet"
"A2KOR4003SVNC5",109.415035,"a fresh and modern architectural living room with a bookshelf covering the wall and an empty fireplace","a fresh and modern architectural living room with a bookshelf covering the wall  and fireplace with logs in them","wolfe2","054_L_firewood"
"A2KOR4003SVNC5",90.62422,"an office space in a loft with a bookshelf flled with books next to the desk with a flower in a light green pot","an office space in a loft with a bookshelf filled with books next to the desk","wolfe2","128_L_pot"
"A2KOR4003SVNC5",93.56875,"a gray colored bedroom with white contrasting appliance such as the bed, rug and the side drawer with a missing lower handle","a gray colored bedroom with white contrasting appliance such as the bed, rug and the side drawer ","wolfe2","034_L_handle"
"A2KOR4003SVNC5",119.815765,"a bathroom with dual sinks with mohagany drawers and cabinets  and also a coat hook at the left hand side","a bathroom with dual sinks with mohagany drawers and cabinets","wolfe2","103_L_hook"
"A2KOR4003SVNC5",53.221395,"a cow eating grass from a greenly pasture","a green pasture","wolfe2","cow"
"A2KOR4003SVNC5",96.239095,"an airplane flying at twilight with sun's light gleaming","the skies at twilight with the sun's light gleaming ","wolfe2","airplane"
"A2XQ3P6M9NZNYB",51.46693,"a white room filled with white furniture","a room with white furniture and chandeliers on the wall","wolfe2","070_L_lamp"
"A2XQ3P6M9NZNYB",8.263855,"fffgfg","fgdgfgg","wolfe2","016_L_art"
"A2XQ3P6M9NZNYB",3.088645,"fgdgfdg","dggff","wolfe2","032_L_bottle"
"A2XQ3P6M9NZNYB",4.251365,"ddgggfd","fgdfdg","wolfe2","077_L_footrest"
"A2XQ3P6M9NZNYB",4.24383,"dfgfggfg","fdgdgfdg","wolfe2","068_L_faucet"
"A2XQ3P6M9NZNYB",3.8774,"dggdfgdgd","regregrg","wolfe2","071_L_art"
"A2XQ3P6M9NZNYB",4.810365,"reggregrh","rtgtgghgf","wolfe2","042_L_tap"
"A2XQ3P6M9NZNYB",5.242975,"grgrght","httgtfghfh","wolfe2","054_L_firewood"
"A2XQ3P6M9NZNYB",3.838335,"gthhhtr","hrthgrtht","wolfe2","037_L_towel"
"A2XQ3P6M9NZNYB",4.75395,"htrhtgh","rhtrgtgfd","wolfe2","090_L_lamp"
"A2XQ3P6M9NZNYB",3.90106,"gghthr","degedgrg","wolfe2","019_L_lamp_sized"
"A2XQ3P6M9NZNYB",4.72648,"thtgghht","dgdhtrgd","wolfe2","cow"
"A2XQ3P6M9NZNYB",4.450475,"gghrghth","ettgergr","wolfe2","airplane"
"A3BTK49X4ITNXJ",115.693,"it is a picture of what looks like a reception area of an office and there is a paper towel dispenser near the sinks.","it is a picutre of what looks like a reception area of an office and there is no paper towel dispenser next to the sinks.","wolfe2","106_R_toweldispenser"
"A3BTK49X4ITNXJ",41.793,"it is a picture of a hotel room with nothing on the bed side table.","it is a picture of a hotel room with a number of electronics on the bed side table.","wolfe2","045_R_musicdock"
"A3BTK49X4ITNXJ",45.012,"it is a picture of a living room with shelves along the wall.","it is a picture of a living room with shelves along the wall, including a large vase on the top shelf. ","wolfe2","033_R_vase"
"A3BTK49X4ITNXJ",147.581,"it is a picture of a bedroom with a bed side table to the side of the bed.","it is a picture of a bedroom with a bed side table to the side of the bed with a dish or maybe a jewelry holder under the top shelf on top of the drawer. ","wolfe2","082_R_bowl"
"A3BTK49X4ITNXJ",53.303,"it is a picture of a closet and there is a dresser inside the closet with a blue item on top of the dresser. ","it is a picture of a closet and there is a dresser inside the closet with several items on top, but no blue items.","wolfe2","108_R_boa"
"A3BTK49X4ITNXJ",80.383,"it is a picutre of a living room or family room with lounge furniture and glass tables.","it is a picture of a living room or family room with lounge furniture and glass tables and the tv remote is on top of the closest table. ","wolfe2","023_R_remote"
"A3BTK49X4ITNXJ",60.8,"it is a picture of a kitchen with a plant next to the oven and under a light.","it is a picture of a kitchen with nothing on the counter next to the oven.","wolfe2","115_R_pot"
"A3BTK49X4ITNXJ",153.674,"it is a picture of a dinning table with 8 seats and 7 sets of cups and napkins.","it is a picture of a dinning table with 8 seats and 8 sets of cups and napkins. ","wolfe2","002_R_napkin"
"A3BTK49X4ITNXJ",53.88,"it is a picture of a family room with a couch and chair, and there is a pot on the floor next to the chair.","it is a picture of a family room with a couch and chair, and there is nothing next to the chair.","wolfe2","112_R_basket"
"A3BTK49X4ITNXJ",56.146,"it is a picture of a bathroom sink with a towel hanger in between the sink and toilet.","it is a picture of a bathroom sink  and there is no towel hanger.","wolfe2","087_R_towelhandle"
"A3BTK49X4ITNXJ",45.248,"it is a picture of a grand room with art photos to the left and right of the glass door.","it is a picture of a grand room with an art photo to the left of the glass doors.","wolfe2","119_R_painting"
"A3BTK49X4ITNXJ",16.893,"it is a picture of a cow eating grass ","it is a picture of grass","wolfe2","cow"
"A3BTK49X4ITNXJ",41.444,"it is a picture of an airplane flying in the sky at dusk","it is a picture of the sky at dusk","wolfe2","airplane"
"A3PQVDFT21IISU",52.382555,"a white living room with a red candle on the fireplace","a whiteliving room without a red candle on the fireplace","wolfe2","095_L_candle"
"A3PQVDFT21IISU",52.152225,"a fully stocked kitchen with an empty shelf on top","a fully stocked kicthen with bowls on the top shelves","wolfe2","079_L_bowl"
"A3PQVDFT21IISU",27.867965,"a white and chrome kitchen with two hanging lights","a white and chrome kitchen with three hanging lights","wolfe2","022_L_lamp"
"A3PQVDFT21IISU",24.21818,"a small office with two discs on the wall","a small office with three discs on the wall","wolfe2","020_L_walldeco"
"A3PQVDFT21IISU",36.88313,"a black and white modern living room with a brown basket on the ground","a black and white modern living room with no baskets on the ground","wolfe2","125_L_sofa"
"A3PQVDFT21IISU",40.202025,"a red decorated dorm room with 2 round rugs on the floor","a red decorated dorm room with 3 round rugs on the floor","wolfe2","055_L_carpet"
"A3PQVDFT21IISU",24.718325,"a white living room with no vase on the shelf","a white living room with a glass vase on the shelf","wolfe2","033_L_vase"
"A3PQVDFT21IISU",32.83379,"a brown and white living room with nothing on the couch","a brown and white living room with a brown blanket on the couch","wolfe2","056_L_comforter"
"A3PQVDFT21IISU",37.785435,"a sleek and pale living room with nothing on the pillar","a sleek and pale living room with a black statue on top of the pillar","wolfe2","016_L_art"
"A3PQVDFT21IISU",28.601625,"a white dining room with no small mirrors on the wall","a white dining room with a small mirror on the wall","wolfe2","099_L_sconce"
"A3PQVDFT21IISU",19.33892,"a patch of grass with a big cow on it","a patch of grass with nothing on it","wolfe2","cow"
"A3PQVDFT21IISU",36.45684,"a cloudy sky at sunset with a plane flying away","a cloudy sky at sunset with nothing in it","wolfe2","airplane"
"A3SFNRMEB6IDUI",32.071,"washfashion","purfume","wolfe2","011_L_parfum"
"A3SFNRMEB6IDUI",13.153,"bathroom","light","wolfe2","044_L_light"
"A3SFNRMEB6IDUI",11.452,"table","table","wolfe2","114_L_bird"
"A3SFNRMEB6IDUI",14.271,"bottle","bottle","wolfe2","032_L_bottle"
"A3SFNRMEB6IDUI",12.135,"juck","muk","wolfe2","111_L_pot"
"A3SFNRMEB6IDUI",11.054,"self","clock","wolfe2","043_L_clock"
"A3SFNRMEB6IDUI",27.354,"cup","glass","wolfe2","061_L_glass"
"A3SFNRMEB6IDUI",10.392,"wall","model","wolfe2","038_L_art"
"A3SFNRMEB6IDUI",12.531,"jack","bukcet","wolfe2","112_L_basket"
"A3SFNRMEB6IDUI",7.563,"cow","grass","wolfe2","cow"
"A3SFNRMEB6IDUI",14.657,"airoplan","sky","wolfe2","airplane"
"A3VTOW7WLPTBRR",59.97,"a double vanity sink with a soap on top of the counter and towels hanging next to it. ","a double vanity sink with two different hand soaps on it, and towels hanging next to it","wolfe2","011_L_parfum"
"A3VTOW7WLPTBRR",41.994,"a large bathroom mirror with neatly folded towels on the shelves. ","a large bathroom mirror with a hanging rack next to it, and neatly folded towels in the shelving unit. ","wolfe2","076_L_hook"
"A3VTOW7WLPTBRR",44.905,"a dining room that contains a table and chairs, and several plates are displayed. ","a dining room with a table, chairs and plates displayed behind  it. there is artwork hanging on the wall.","wolfe2","038_L_art"
"A3VTOW7WLPTBRR",136.838,"a bedroom with a bed, tv on a dresser, a large mirror, and a desk and chair. ","a bedroom that contains a bed, a tv on a dresser, a large mirror, a desk with four knobs, and a chair.","wolfe2","047_L_handle"
"A3VTOW7WLPTBRR",48.032,"a bright bedroom with a bunk bed, a dresser system and a small kids table. ","a brightly colored bedroom with bunk beds, a kids table and chairs and a dresser system with white knobs. ","wolfe2","083_L_knob"
"A3VTOW7WLPTBRR",354.132,"a dining rom with a table and chairs, a mirror, a storage unit and a candle hanging on the wall. "," a dining room with a table and chairs, a storage unit and a large mirror. ","wolfe2","099_L_sconce"
"A3VTOW7WLPTBRR",34.317,"a living room with a large walk out sliding glass door.","a living room with a large glass sliding door, and an architectural piece.","wolfe2","016_L_art"
"A3VTOW7WLPTBRR",48.591,"an outdoor living sace with a tv on a fire place, several chairs and snacks on a table. ","an outdoor living space with a large tv on a fire place, chairs and snacks, and a remote on the table.","wolfe2","023_L_remote"
"A3VTOW7WLPTBRR",63.934,"a very clean white bathroom with a tub, a walk in shower, a toilet andfive neatly folded towels in a storage unit. ","a clean white bathroom with a walk in shower, a tub, a toilet, and six neatly folded towels in a storage unit. ","wolfe2","037_L_towel"
"A3VTOW7WLPTBRR",75.839,"a restaurant dining room with the tables set with cups, plates, silverware and folded orange towels at almost every seat. ","a restaurant dining room with table set, containing plates, cups, silverware, and folded orange towels at every seat. ","wolfe2","002_L_napkin"
"A3VTOW7WLPTBRR",18.711,"a large grassy area with a cow eating grass. ","a large grassy green area. ","wolfe2","cow"
"A3VTOW7WLPTBRR",59.867,"a pink and orange sunrise above the clouds,with an airplane flying. ","a pink and orange sun rise above the clouds.","wolfe2","airplane"
"AJBOT9QX4WF9U",99.187,"dark circle ","white squre  ","wolfe2","044_R_light"
"AJBOT9QX4WF9U",41.723,"two shope","no shoe","wolfe2","118_R_shoes"
"AJBOT9QX4WF9U",33.264,"swith borad ","no swaith board","wolfe2","127_R_light"
"AJBOT9QX4WF9U",24.171,"one toy","two toy","wolfe2","032_R_bottle"
"AJBOT9QX4WF9U",38.628,"one mark that  wall","no mark in the wall.","wolfe2","103_R_hook"
"AJBOT9QX4WF9U",73.484,"one flower box on the table","no flower box  on the table.","wolfe2","115_R_pot"
"AJBOT9QX4WF9U",61.491,"two speaker only.","three speaker ","wolfe2","052_R_speaker"
"AJBOT9QX4WF9U",52.844,"two pillar ","only one pillar","wolfe2","031_R_log"
"AJBOT9QX4WF9U",38.483,"two circle on the wall","three circle in the wall.","wolfe2","020_R_walldeco"
"AJBOT9QX4WF9U",42.198,"cow is there.","no cow ","wolfe2","cow"
"AJBOT9QX4WF9U",28.162,"flying airplane ","no airplane","wolfe2","airplane"
"AKZUP3VY594E8",46.18431,"a view of a lake out a window in someone's study with no ducks on the lake","a view of a lake out a window in someone's study with three ducks swimming on the lake","wolfe2","003_R_ducks"
"AKZUP3VY594E8",40.719885,"a bathroom containing a shower, toilet, sink, counter, and one shelf on the wall","a bathroom containing a shower, toilet, sink, counter, and two shelves on the wall","wolfe2","026_R_rack"
"AKZUP3VY594E8",49.308355,"a bathroom containing a toilet, sink, and cabinet beside the sink with three cups on the third shelf up","a bathroom containing a toilet, sink, and cabinet beside the sink with two cups on the third shelf up","wolfe2","101_R_cup"
"AKZUP3VY594E8",82.544265,"a child's bedroom with a bunkbed, small green chair, square white table, shelves, and a chest of drawers including two blue drawers, one of which is missing a knob","a child's bedroom with a bunkbed, small green chair, square white table, shelves, and a chest of drawers including two blue drawers that both have knobs","wolfe2","083_R_knob"
"AKZUP3VY594E8",77.311985,"a living room with a coffee table that has a plant on it, a second table with a lamp, a plant in the corner, and a view of a pool","a living room with a coffee table that has a plant on it, a second table with a lamp, no plant in the corner, and a view of a pool","wolfe2","110_R_plant"
"AKZUP3VY594E8",77.248205,"a bathroom with a rectangular white sink basin, a black bathtub, two mirrors, and one faucet over the bathtub","a bathroom with a rectangular white sink basin, a black bathtub, two mirrors, and two faucets over the bathtub","wolfe2","068_R_faucet"
"AKZUP3VY594E8",63.095695,"a living room with a large window, two couches, a table with books on it, and a shelf with one narrow wooden thing in the lower right corner","a living room with a large window, two couches, a table with books on it, and a shelf with two narrow wooden things in the lower right corner","wolfe2","025_R_vase"
"AKZUP3VY594E8",34.45341,"bright green grass and a brown and white cow eating the grass","bright green grass but no cow at all","wolfe2","cow"
"AKZUP3VY594E8",32.63381,"a plane flying into an orange, yellow, and red sunset","an orange, yellow, and red sunset with no plane flying into it","wolfe2","airplane"
"AWYVDJHT1DOVB",16.332,"the image is good ","goood","wolfe2","084_R_light"
"AWYVDJHT1DOVB",8.863,"good","best","wolfe2","022_R_lamp"
"AWYVDJHT1DOVB",12.058,"good ","good ","wolfe2","018_R_plant"
"AWYVDJHT1DOVB",4.362,"good ","good ","wolfe2","100_R_mirror"
"AWYVDJHT1DOVB",7.347,"good","good","wolfe2","051_R_owl"
"AWYVDJHT1DOVB",8.215,"good","good ","wolfe2","037_R_towel"
"AWYVDJHT1DOVB",11.957,"good","good","wolfe2","068_R_faucet"
"AWYVDJHT1DOVB",5.738,"good","good","wolfe2","127_R_light"
"AWYVDJHT1DOVB",13.344,"good","good","wolfe2","cow"
"AWYVDJHT1DOVB",7.6,"good","good","wolfe2","airplane"
"AZTYIBLLB60V8",53.884855,"a nightstand without a handle on the drawer","a nightstand with a handle on the drawer","wolfe2","034_R_handle"
"AZTYIBLLB60V8",123.04849,"a white chaise lounge sofa","a white chaise lounge sofa with a brown throw blanket draped","wolfe2","056_R_comforter"
"AZTYIBLLB60V8",72.329665,"a bottle sits on top of a wooden buffet table","2 bottles sits on top of a wooden buffet table","wolfe2","064_R_bottles"
"AZTYIBLLB60V8",46.786905,"a dresser without a handle pull ","a dresser with a handle pull","wolfe2","072_R_handle"
"AZTYIBLLB60V8",85.481375,"a bathroom with one hanging bath towel","a bathroom with two hanging bath towels","wolfe2","028_R_vase"
"AZTYIBLLB60V8",25.34762,"a shower stall without a soap dish","a shower stall with a soap dish","wolfe2","027_R_soapdish"
"AZTYIBLLB60V8",69.345775,"a short side table without any objects on it","a short side table with a framed photo set on it","wolfe2","067_R_painting"
"AZTYIBLLB60V8",33.678375,"a black and white cow grazing in a field","an open field of grass","wolfe2","cow"
"AZTYIBLLB60V8",83.197485,"a plane flying in the sky","a view of the sky","wolfe2","airplane"
